Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,currTime
3656,0,0,0,0,0,0,0,0,0,0,18280
3657,0,0,0,0,0,0,0,0,0,0,18285
3658,0,0,0,0,0,0,0,0,0,0,18290
3659,0,0,0,0,0,0,0,0,0,0,18295
3660,0,0,0,0,0,0,0,0,0,0,18300
3661,0,0,0,0,0,0,0,0,0,0,18305
3662,0,0,0,0,0,0,0,0,0,0,18310
3663,0,0,0,0,0,0,0,0,0,0,18315
3664,0,0,0,0,0,0,0,0,0,0,18320
3665,0,0,0,0,0,0,0,0,0,0,18325
3666,0,0,0,0,0,0,0,0,0,0,18330
3667,0,0,0,0,0,0,0,0,0,0,18335
3668,0,0,0,0,0,0,0,0,0,0,18340
3669,0,0,0,0,0,0,0,0,0,0,18345
3670,0,0,0,0,0,0,0,0,0,0,18350
3671,0,0,0,0,0,0,0,0,0,0,18355
3672,0,0,0,0,0,0,0,0,0,0,18360
3673,0,0,0,0,0,0,0,0,0,0,18365
3674,0,0,0,0,0,0,0,0,0,0,18370
3675,0,0,0,0,0,0,0,0,0,0,18375
3676,0,0,0,0,0,0,0,0,0,0,18380
3677,0,0,0,0,0,0,0,0,0,0,18385
3678,0,0,0,0,0,0,0,0,0,0,18390
3679,0,0,0,0,0,0,0,0,0,0,18395
3680,0,0,0,0,0,0,0,0,0,0,18400
3681,0,0,0,0,0,0,0,0,0,0,18405
3682,0,0,0,0,0,0,0,0,0,0,18410
3683,0,0,0,0,0,0,0,0,0,0,18415
3684,0,0,0,0,0,0,0,0,0,0,18420
3685,0,0,0,0,0,0,0,0,0,0,18425
3686,0,0,0,0,0,0,0,0,0,0,18430
3687,0,0,0,0,0,0,0,0,0,0,18435
3688,0,0,0,0,0,0,0,0,0,0,18440
3689,0,0,0,0,0,0,0,0,0,0,18445
3690,0,0,0,0,0,0,0,0,0,0,18450
3691,0,0,0,0,0,0,0,0,0,0,18455
3692,0,0,0,0,0,0,0,0,0,0,18460
3693,0,0,0,0,0,0,0,0,0,0,18465
3694,0,0,0,0,0,0,0,0,0,0,18470
3695,0,0,0,0,0,0,0,0,0,0,18475
3696,0,0,0,0,0,0,0,0,0,0,18480
3697,0,0,0,0,0,0,0,0,0,0,18485
3698,0,0,0,0,0,0,0,0,0,0,18490
3699,0,0,0,0,0,0,0,0,0,0,18495
3700,0,0,0,0,0,0,0,0,0,0,18500
3701,0,0,0,0,0,0,0,0,0,0,18505
3702,0,0,0,0,0,0,0,0,0,0,18510
3703,0,0,0,0,0,0,0,0,0,0,18515
3704,0,0,0,0,0,0,0,0,0,0,18520
3705,0,0,0,0,0,0,0,0,0,0,18525
3706,0,0,0,0,0,0,0,0,0,0,18530
3707,0,0,0,0,0,0,0,0,0,0,18535
3708,0,0,0,0,0,0,0,0,0,0,18540
3709,0,0,0,0,0,0,0,0,0,0,18545
3710,0,0,0,0,0,0,0,0,0,0,18550
3711,0,0,0,0,0,0,0,0,0,0,18555
3712,0,0,0,0,0,0,0,0,0,0,18560
3713,0,0,0,0,0,0,0,0,0,0,18565
3714,0,0,0,0,0,0,0,0,0,0,18570
3715,0,0,0,0,0,0,0,0,0,0,18575
3716,0,0,0,0,0,0,0,0,0,0,18580
3717,0,0,0,0,0,0,0,0,0,0,18585
3718,0,0,0,0,0,0,0,0,0,0,18590
3719,0,0,0,0,0,0,0,0,0,0,18595
3720,0,0,0,0,0,0,0,0,0,0,18600
3721,0,0,0,0,0,0,0,0,0,0,18605
3722,0,0,0,0,0,0,0,0,0,0,18610
3723,0,0,0,0,0,0,0,0,0,0,18615
3724,0,0,0,0,0,0,0,0,0,0,18620
3725,0,0,0,0,0,0,0,0,0,0,18625
3726,0,0,0,0,0,0,0,0,0,0,18630
3727,0,0,0,0,0,0,0,0,0,0,18635
3728,0,0,0,0,0,0,0,0,0,0,18640
3729,0,0,0,0,0,0,0,0,0,0,18645
3730,0,0,0,0,0,0,0,0,0,0,18650
3731,0,0,0,0,0,0,0,0,0,0,18655
3732,0,0,0,0,0,0,0,0,0,0,18660
3733,0,0,0,0,0,0,0,0,0,0,18665
3734,0,0,0,0,0,0,0,0,0,0,18670
3735,0,0,0,0,0,0,0,0,0,0,18675
3736,0,0,0,0,0,0,0,0,0,0,18680
3737,0,0,0,0,0,0,0,0,0,0,18685
3738,0,0,0,0,0,0,0,0,0,0,18690
3739,0,0,0,0,0,0,0,0,0,0,18695
3740,0,0,0,0,0,0,0,0,0,0,18700
3741,0,0,0,0,0,0,0,0,0,0,18705
3742,0,0,0,0,0,0,0,0,0,0,18710
3743,0,0,0,0,0,0,0,0,0,0,18715
3744,0,0,0,0,0,0,0,0,0,0,18720
3745,0,0,0,0,0,0,0,0,0,0,18725
3746,0,0,0,0,0,0,0,0,0,0,18730
3747,0,0,0,0,0,0,0,0,0,0,18735
3748,0,0,0,0,0,0,0,0,0,0,18740
3749,0,0,0,0,0,0,0,0,0,0,18745
3750,0,0,0,0,0,0,0,0,0,0,18750
3751,0,0,0,0,0,0,0,0,0,0,18755
3752,0,0,0,0,0,0,0,0,0,0,18760
3753,0,0,0,0,0,0,0,0,0,0,18765
3754,0,0,0,0,0,0,0,0,0,0,18770
3755,0,0,0,0,0,0,0,0,0,0,18775
3756,0,0,0,0,0,0,0,0,0,0,18780
3757,0,0,0,0,0,0,0,0,0,0,18785
3758,0,0,0,0,0,0,0,0,0,0,18790
3759,0,0,0,0,0,0,0,0,0,0,18795
3760,0,0,0,0,0,0,0,0,0,0,18800
3761,0,0,0,0,0,0,0,0,0,0,18805
3762,0,0,0,0,0,0,0,0,0,0,18810
3763,0,0,0,0,0,0,0,0,0,0,18815
3764,0,0,0,0,0,0,0,0,0,0,18820
3765,0,0,0,0,0,0,0,0,0,0,18825
3766,0,0,0,0,0,0,0,0,0,0,18830
3767,0,0,0,0,0,0,0,0,0,0,18835
3768,0,0,0,0,0,0,0,0,0,0,18840
3769,0,0,0,0,0,0,0,0,0,0,18845
3770,0,0,0,0,0,0,0,0,0,0,18850
3771,0,0,0,0,0,0,0,0,0,0,18855
3772,0,0,0,0,0,0,0,0,0,0,18860
3773,0,0,0,0,0,0,0,0,0,0,18865
3774,0,0,0,0,0,0,0,0,0,0,18870
3775,0,0,0,0,0,0,0,0,0,0,18875
3776,0,0,0,0,0,0,0,0,0,0,18880
3777,0,0,0,0,0,0,0,0,0,0,18885
3778,0,0,0,0,0,0,0,0,0,0,18890
3779,0,0,0,0,0,0,0,0,0,0,18895
3780,0,0,0,0,0,0,0,0,0,0,18900
3781,0,0,0,0,0,0,0,0,0,0,18905
3782,0,0,0,0,0,0,0,0,0,0,18910
3783,0,0,0,0,0,0,0,0,0,0,18915
3784,0,0,0,0,0,0,0,0,0,0,18920
3785,0,0,0,0,0,0,0,0,0,0,18925
3786,0,0,0,0,0,0,0,0,0,0,18930
3787,0,0,0,0,0,0,0,0,0,0,18935
3788,0,0,0,0,0,0,0,0,0,0,18940
3789,0,0,0,0,0,0,0,0,0,0,18945
3790,0,0,0,0,0,0,0,0,0,0,18950
3791,0,0,0,0,0,0,0,0,0,0,18955
3792,0,0,0,0,0,0,0,0,0,0,18960
3793,0,0,0,0,0,0,0,0,0,0,18965
3794,0,0,0,0,0,0,0,0,0,0,18970
3795,0,0,0,0,0,0,0,0,0,0,18975
3796,0,0,0,0,0,0,0,0,0,0,18980
3797,0,0,0,0,0,0,0,0,0,0,18985
3798,0,0,0,0,0,0,0,0,0,0,18990
3799,0,0,0,0,0,0,0,0,0,0,18995
3800,0,0,0,0,0,0,0,0,0,0,19000
3801,0,0,0,0,0,0,0,0,0,0,19005
3802,0,0,0,0,0,0,0,0,0,0,19010
3803,0,0,0,0,0,0,0,0,0,0,19015
3804,0,0,0,0,0,0,0,0,0,0,19020
3805,0,0,0,0,0,0,0,0,0,0,19025
3806,0,0,0,0,0,0,0,0,0,0,19030
3807,0,0,0,0,0,0,0,0,0,0,19035
3808,0,0,0,0,0,0,0,0,0,0,19040
3809,0,0,0,0,0,0,0,0,0,0,19045
3810,0,0,0,0,0,0,0,0,0,0,19050
3811,0,0,0,0,0,0,0,0,0,0,19055
3812,0,0,0,0,0,0,0,0,0,0,19060
3813,0,0,0,0,0,0,0,0,0,0,19065
3814,0,0,0,0,0,0,0,0,0,0,19070
3815,0,0,0,0,0,0,0,0,0,0,19075
3816,0,0,0,0,0,0,0,0,0,0,19080
3817,0,0,0,0,0,0,0,0,0,0,19085
3818,0,0,0,0,0,0,0,0,0,0,19090
3819,0,0,0,0,0,0,0,0,0,0,19095
3820,0,0,0,0,0,0,0,0,0,0,19100
3821,0,0,0,0,0,0,0,0,0,0,19105
3822,0,0,0,0,0,0,0,0,0,0,19110
3823,0,0,0,0,0,0,0,0,0,0,19115
3824,0,0,0,0,0,0,0,0,0,0,19120
3825,0,0,0,0,0,0,0,0,0,0,19125
3826,0,0,0,0,0,0,0,0,0,0,19130
3827,0,0,0,0,0,0,0,0,0,0,19135
3828,0,0,0,0,0,0,0,0,0,0,19140
3829,0,0,0,0,0,0,0,0,0,0,19145
3830,0,0,0,0,0,0,0,0,0,0,19150
3831,0,0,0,0,0,0,0,0,0,0,19155
3832,0,0,0,0,0,0,0,0,0,0,19160
3833,0,0,0,0,0,0,0,0,0,0,19165
3834,0,0,0,0,0,0,0,0,0,0,19170
3835,0,0,0,0,0,0,0,0,0,0,19175
3836,0,0,0,0,0,0,0,0,0,0,19180
3837,0,0,0,0,0,0,0,0,0,0,19185
3838,0,0,0,0,0,0,0,0,0,0,19190
3839,0,0,0,0,0,0,0,0,0,0,19195
3840,0,0,0,0,0,0,0,0,0,0,19200
3841,0,0,0,0,0,0,0,0,0,0,19205
3842,0,0,0,0,0,0,0,0,0,0,19210
3843,0,0,0,0,0,0,0,0,0,0,19215
3844,0,0,0,0,0,0,0,0,0,0,19220
3845,0,0,0,0,0,0,0,0,0,0,19225
3846,0,0,0,0,0,0,0,0,0,0,19230
3847,0,0,0,0,0,0,0,0,0,0,19235
3848,0,0,0,0,0,0,0,0,0,0,19240
3849,0,0,0,0,0,0,0,0,0,0,19245
3850,0,0,0,0,0,0,0,0,0,0,19250
3851,0,0,0,0,0,0,0,0,0,0,19255
3852,0,0,0,0,0,0,0,0,0,0,19260
3853,0,0,0,0,0,0,0,0,0,0,19265
3854,0,0,0,0,0,0,0,0,0,0,19270
3855,0,0,0,0,0,0,0,0,0,0,19275
3856,0,0,0,0,0,0,0,0,0,0,19280
3857,0,0,0,0,0,0,0,0,0,0,19285
3858,0,0,0,0,0,0,0,0,0,0,19290
3859,0,0,0,0,0,0,0,0,0,0,19295
3860,0,0,0,0,0,0,0,0,0,0,19300
3861,0,0,0,0,0,0,0,0,0,0,19305
3862,0,0,0,0,0,0,0,0,0,0,19310
3863,0,0,0,0,0,0,0,0,0,0,19315
3864,0,0,0,0,0,0,0,0,0,0,19320
3865,0,0,0,0,0,0,0,0,0,0,19325
3866,0,0,0,0,0,0,0,0,0,0,19330
3867,0,0,0,0,0,0,0,0,0,0,19335
3868,0,0,0,0,0,0,0,0,0,0,19340
3869,0,0,0,0,0,0,0,0,0,0,19345
3870,0,0,0,0,0,0,0,0,0,0,19350
3871,0,0,0,0,0,0,0,0,0,0,19355
3872,0,0,0,0,0,0,0,0,0,0,19360
3873,0,0,0,0,0,0,0,0,0,0,19365
3874,0,0,0,0,0,0,0,0,0,0,19370
3875,0,0,0,0,0,0,0,0,0,0,19375
3876,0,0,0,0,0,0,0,0,0,0,19380
3877,0,0,0,0,0,0,0,0,0,0,19385
3878,0,0,0,0,0,0,0,0,0,0,19390
3879,0,0,0,0,0,0,0,0,0,0,19395
3880,0,0,0,0,0,0,0,0,0,0,19400
3881,0,0,0,0,0,0,0,0,0,0,19405
3882,0,0,0,0,0,0,0,0,0,0,19410
3883,0,0,0,0,0,0,0,0,0,0,19415
3884,0,0,0,0,0,0,0,0,0,0,19420
3885,0,0,0,0,0,0,0,0,0,0,19425
3886,0,0,0,0,0,0,0,0,0,0,19430
3887,0,0,0,0,0,0,0,0,0,0,19435
3888,0,0,0,0,0,0,0,0,0,0,19440
3889,0,0,0,0,0,0,0,0,0,0,19445
3890,0,0,0,0,0,0,0,0,0,0,19450
3891,0,0,0,0,0,0,0,0,0,0,19455
3892,0,0,0,0,0,0,0,0,0,0,19460
3893,0,0,0,0,0,0,0,0,0,0,19465
3894,0,0,0,0,0,0,0,0,0,0,19470
3895,0,0,0,0,0,0,0,0,0,0,19475
3896,0,0,0,0,0,0,0,0,0,0,19480
3897,0,0,0,0,0,0,0,0,0,0,19485
3898,0,0,0,0,0,0,0,0,0,0,19490
3899,0,0,0,0,0,0,0,0,0,0,19495
3900,0,0,0,0,0,0,0,0,0,0,19500
3901,0,0,0,0,0,0,0,0,0,0,19505
3902,0,0,0,0,0,0,0,0,0,0,19510
3903,0,0,0,0,0,0,0,0,0,0,19515
3904,0,0,0,0,0,0,0,0,0,0,19520
3905,0,0,0,0,0,0,0,0,0,0,19525
3906,0,0,0,0,0,0,0,0,0,0,19530
3907,0,0,0,0,0,0,0,0,0,0,19535
3908,0,0,0,0,0,0,0,0,0,0,19540
3909,0,0,0,0,0,0,0,0,0,0,19545
3910,0,0,0,0,0,0,0,0,0,0,19550
3911,0,0,0,0,0,0,0,0,0,0,19555
3912,0,0,0,0,0,0,0,0,0,0,19560
3913,0,0,0,0,0,0,0,0,0,0,19565
3914,0,0,0,0,0,0,0,0,0,0,19570
3915,0,0,0,0,0,0,0,0,0,0,19575
3916,0,0,0,0,0,0,0,0,0,0,19580
3917,0,0,0,0,0,0,0,0,0,0,19585
3918,0,0,0,0,0,0,0,0,0,0,19590
3919,0,0,0,0,0,0,0,0,0,0,19595
3920,0,0,0,0,0,0,0,0,0,0,19600
3921,0,0,0,0,0,0,0,0,0,0,19605
3922,0,0,0,0,0,0,0,0,0,0,19610
3923,0,0,0,0,0,0,0,0,0,0,19615
3924,0,0,0,0,0,0,0,0,0,0,19620
3925,0,-0.0109456,0.0134957,-0.387836,87.1653,-96.6816,6.43137,-4.80079,-4.32825,0,19625
3926,0,-0.557469,0.687347,-19.7528,4439.4,-4924.07,327.555,-244.508,-220.441,0,19630
3927,0,0,0,0,0,0,0,0,0,0,19635
3928,0,0.0208548,-0.115525,-0.505646,104.989,-101.002,26.9593,-3.78879,-3.93835,0,19640
3929,0,1.08418,-5.96772,-26.753,5550.56,-5341.69,1408.46,-199.68,-207.499,0,19645
3930,0,0.243162,0.297904,-31.7916,6367.45,-6227.85,743.962,-195.923,-200.316,0,19650
3931,0,-2.07246,-5.96329,-37.6411,7229.42,-7061.65,971.784,-187.678,-192.052,0,19655
3932,0,0.991698,-0.774384,-45.911,8922.1,-7786.38,952.014,-169.628,-194.327,0,19660
3933,0,4.49939,1.95384,-53.1886,10466.1,-8455.5,1319.4,-158.986,-196.797,0,19665
3934,0,5.20625,-2.89137,-59.3364,11035.4,-9058.62,1684.8,-152.667,-185.987,0,19670
3935,0,5.9087,1.09712,-63.4435,11441.7,-9606.03,1458.46,-151.415,-180.348,0,19675
3936,0,5.75919,4.92912,-67.22,11957.5,-9926.98,1095.24,-147.679,-177.887,0,19680
3937,0,5.35353,5.67727,-69.6521,12308,-10285,954.351,-147.666,-176.708,0,19685
3938,0,5.45787,8.38777,-73.8792,12908.2,-10731.4,634.706,-145.256,-174.722,0,19690
3939,0,4.6786,9.96143,-77.1005,13280.3,-11153.1,476.643,-144.658,-172.248,0,19695
3940,0,4.17453,9.58459,-80.0288,13550.4,-11383.2,451.159,-142.239,-169.319,0,19700
3941,0,4.40795,10.6367,-81.4084,13904,-11617.5,401.291,-142.708,-170.794,0,19705
3942,0,4.90885,11.1455,-82.8187,13913.6,-11637.5,479.744,-140.517,-168.001,0,19710
3943,0,5.31254,11.2283,-83.3763,13834.6,-11677.5,386.922,-140.058,-165.929,0,19715
3944,0,5.62788,11.4433,-83.4448,13785.6,-11634.9,429.14,-139.432,-165.206,0,19720
3945,0,5.76491,10.6808,-83.4296,13757.5,-11562.7,369.157,-138.593,-164.9,0,19725
3946,0,5.97793,10.6451,-84.0947,13770.5,-11660.6,379.29,-138.66,-163.75,0,19730
3947,0,6.3931,11.2119,-85.0589,13965.9,-11825.2,273.989,-139.024,-164.191,0,19735
3948,0,6.88397,11.8078,-86.8861,14139.4,-11939.3,237.062,-137.415,-162.736,0,19740
3949,0,8.02028,12.8146,-89.3585,14414.5,-12132.9,290.875,-135.779,-161.311,0,19745
3950,0,9.66665,14.2783,-92.9674,14950.7,-12425.5,260.875,-133.656,-160.818,0,19750
3951,0,11.1028,15.9153,-97.8762,15543.9,-12946.2,252.657,-132.275,-158.815,0,19755
3952,0,12.1322,17.8249,-104.744,16364.7,-13567.7,239.118,-129.534,-156.237,0,19760
3953,0,12.9158,19.7297,-112.138,17418.9,-14412.5,151.217,-128.528,-155.338,0,19765
3954,0,13.3071,21,-120.904,18567.1,-15241,26.8957,-126.06,-153.57,0,19770
3955,0,13.7641,22.1348,-130.45,19991.9,-16321.1,-105.207,-125.115,-153.253,0,19775
3956,0,14.1384,22.4688,-140.493,21478.8,-17411.8,-166.184,-123.934,-152.882,0,19780
3957,0,14.6403,21.8446,-151.318,23065.6,-18675.4,-204.6,-123.422,-152.437,0,19785
3958,0,14.7708,22.1105,-164.666,24479.4,-19941.6,-227.761,-121.103,-148.661,0,19790
3959,0,15.1614,24.6214,-173.231,25771.5,-21063.4,-419.083,-121.592,-148.769,0,19795
3960,0,14.837,25.3091,-180.101,27012.1,-21771.9,-540.685,-120.887,-149.983,0,19800
3961,0,15.4846,23.3766,-186.28,27924.6,-22625.3,-399.046,-121.46,-149.908,0,19805
3962,0,15.4367,21.6064,-193.346,28512.4,-23126.4,-123.919,-119.611,-147.468,0,19810
3963,0,15.4617,22.9457,-198.796,29157.3,-23750.7,-160.013,-119.473,-146.67,0,19815
3964,0,16.3505,25.2618,-203.148,29708,-24223.2,-303.731,-119.239,-146.239,0,19820
3965,0,16.8401,26.5539,-208.494,30077.3,-24808.5,-446.404,-118.989,-144.261,0,19825
3966,0,17.6572,28.1744,-214.991,30706.1,-25539.3,-604.814,-118.793,-142.825,0,19830
3967,0,18.4361,30.6327,-222.711,31618.9,-26407.8,-738.571,-118.574,-141.974,0,19835
3968,0,18.8383,32.8129,-232.472,32702.6,-27540.2,-877.446,-118.467,-140.674,0,19840
3969,0,19.2923,34.3117,-242.492,33896.4,-28652.7,-1055.96,-118.16,-139.784,0,19845
3970,0,19.6173,35.7473,-252.87,35125.1,-29724.6,-1108.3,-117.549,-138.906,0,19850
3971,0,19.9449,37.3128,-262.467,36247.8,-30781.4,-1080.82,-117.277,-138.104,0,19855
3972,0,20.8548,38.8311,-271.375,37353.3,-31729.4,-1203.19,-116.921,-137.645,0,19860
3973,0,21.573,40.1572,-280.44,38343.2,-32667.3,-1344.6,-116.486,-136.725,0,19865
3974,0,22.4936,41.7288,-288.729,39319.5,-33510.6,-1198.62,-116.062,-136.182,0,19870
3975,0,22.7842,42.8953,-297.544,40287.6,-34451,-1105.17,-115.785,-135.401,0,19875
3976,0,23.5529,43.9615,-305.554,41215.3,-35206.2,-1078.35,-115.221,-134.887,0,19880
3977,0,24.2054,44.5001,-312.21,42019.9,-35923.6,-1104.3,-115.063,-134.589,0,19885
3978,0,24.433,44.2492,-318.874,42694.3,-36559.9,-1054.95,-114.653,-133.891,0,19890
3979,0,25.3015,44.3443,-325.105,43410.8,-37297.2,-1019.48,-114.724,-133.529,0,19895
3980,0,25.8713,45.4246,-331.105,44111.3,-37974.3,-979.772,-114.69,-133.225,0,19900
3981,0,26.2133,45.7423,-337.16,44769.2,-38484,-1007.94,-114.141,-132.783,0,19905
3982,0,26.3697,45.8784,-341.707,45277.6,-39120.2,-960.986,-114.485,-132.504,0,19910
3983,0,26.4058,45.846,-346.185,45692.5,-39590.8,-1085.17,-114.363,-131.989,0,19915
3984,0,26.4487,46.1388,-351.326,46033.6,-40187.3,-1163.21,-114.388,-131.028,0,19920
3985,0,26.9462,47.0914,-357.612,46461.2,-40845.1,-1342.83,-114.216,-129.921,0,19925
3986,0,27.3343,48.6781,-364.302,47017.7,-41614.8,-1516.19,-114.232,-129.063,0,19930
3987,0,27.0199,50.3328,-372.274,47564.2,-42535.2,-1770.33,-114.258,-127.767,0,19935
3988,0,27.058,52.0209,-380.501,48099.1,-43490.9,-1951.42,-114.299,-126.41,0,19940
3989,0,27.7714,53.6296,-389.369,48885,-44361.4,-2253.46,-113.932,-125.55,0,19945
3990,0,28.3916,55.4776,-398.945,49735.9,-45340.8,-2335.58,-113.652,-124.669,0,19950
3991,0,29.2929,57.3675,-409.534,50682.3,-46521.3,-2493.78,-113.596,-123.756,0,19955
3992,0,30.1291,59.6111,-420.904,51989.1,-47492.2,-2734.86,-112.834,-123.518,0,19960
3993,0,30.842,60.4359,-430.91,53176.5,-48482.6,-2620.91,-112.512,-123.405,0,19965
3994,0,31.2217,60.735,-440.269,54364.4,-49487.8,-2553.52,-112.404,-123.48,0,19970
3995,0,32.1532,60.4871,-448.514,55443.5,-50168.2,-2415.03,-111.854,-123.616,0,19975
3996,0,32.7902,59.9671,-455.322,56320.7,-50758.6,-2339.14,-111.478,-123.694,0,19980
3997,0,33.3155,59.5524,-460.701,57073.9,-51252.4,-2052.95,-111.249,-123.885,0,19985
3998,0,33.9787,59.0971,-465.192,57635.3,-51577.4,-1933.65,-110.874,-123.896,0,19990
3999,0,34.5655,59.0522,-468.946,58107.4,-51813.6,-1931.53,-110.489,-123.911,0,19995
4000,0,34.7876,58.8558,-471.904,58540.6,-52034.6,-1798.97,-110.265,-124.052,0,20000
4001,0,35.1215,57.7107,-474.08,58800.2,-51996.7,-1572.64,-109.679,-124.03,0,20005
4002,0,35.5926,56.953,-475.406,59052.8,-52042,-1429.95,-109.469,-124.216,0,20010
4003,0,35.7992,56.1914,-476.541,59204.4,-51971.8,-1250.17,-109.06,-124.238,0,20015
4004,0,35.8272,54.9964,-477.286,59298.8,-52052.6,-1073.11,-109.06,-124.242,0,20020
4005,0,35.9,53.968,-477.65,59294.5,-52044,-1019.22,-108.959,-124.138,0,20025
4006,0,35.7214,53.4545,-478.352,59262.4,-51977.1,-871.932,-108.659,-123.889,0,20030
4007,0,35.6184,53.2531,-479.025,59162.4,-52021.3,-776.806,-108.598,-123.506,0,20035
4008,0,35.4057,52.5692,-479.784,59031.9,-52008.8,-646.08,-108.401,-123.039,0,20040
4009,0,35.3525,51.7028,-479.986,58927.5,-52091.3,-600.084,-108.527,-122.769,0,20045
4010,0,34.8027,51.0584,-481.379,58906.7,-52211,-616.437,-108.461,-122.371,0,20050
4011,0,34.1558,51.0346,-482.998,58946.3,-52531,-654.967,-108.76,-122.043,0,20055
4012,0,32.8451,50.1937,-485.366,59027.9,-52832.9,-729.296,-108.852,-121.615,0,20060
4013,0,31.8295,49.4182,-487.18,59072.8,-53226.5,-782.662,-109.254,-121.255,0,20065
4014,0,30.2504,48.7914,-489.133,59115,-53546.1,-774.976,-109.471,-120.857,0,20070
4015,0,29.2244,48.185,-491.116,59092.9,-53967.6,-906.643,-109.888,-120.324,0,20075
4016,0,27.98,48.1338,-492.944,59023.3,-54360.4,-940.502,-110.277,-119.736,0,20080
4017,0,26.6274,47.7236,-494.795,59013,-54775.8,-1057.7,-110.704,-119.268,0,20085
4018,0,25.5001,47.4725,-497.25,58957.3,-55147.7,-1201.32,-110.905,-118.567,0,20090
4019,0,24.175,47.4565,-498.629,58979.3,-55586.8,-1458.56,-111.479,-118.283,0,20095
4020,0,23.1851,47.2407,-500.318,58881.2,-56000.8,-1580.55,-111.93,-117.687,0,20100
4021,0,22.4671,46.5997,-500.828,58736.3,-56240.5,-1737.24,-112.295,-117.278,0,20105
4022,0,22.2304,45.7487,-500.803,58563.2,-56438.3,-1785.85,-112.696,-116.939,0,20110
4023,0,21.797,45.1047,-499.947,58453,-56506.7,-1899.76,-113.025,-116.918,0,20115
4024,0,21.6339,43.9918,-499.375,58266.7,-56584.7,-1832.2,-113.311,-116.679,0,20120
4025,0,21.3799,43.251,-497.932,58188.8,-56645.5,-1780.64,-113.762,-116.861,0,20125
4026,0,21.5506,42.2802,-497.435,58136.3,-56736.4,-1709.15,-114.058,-116.872,0,20130
4027,0,21.2626,41.8227,-500.089,58459.9,-57102.4,-1747.14,-114.185,-116.899,0,20135
4028,0,20.6144,41.5,-503.978,58909.5,-57724.1,-1827.44,-114.537,-116.889,0,20140
4029,0,19.9034,41.499,-506.265,59212.2,-58037.7,-1917,-114.639,-116.959,0,20145
4030,0,19.5467,41.0462,-507.648,59333.9,-58278.4,-1969.78,-114.801,-116.88,0,20150
4031,0,19.2609,41.1647,-508.347,59326.8,-58556.9,-1998.38,-115.191,-116.705,0,20155
4032,0,18.9967,41.5917,-510.095,59382.4,-58764.8,-2150.73,-115.204,-116.414,0,20160
4033,0,18.4915,41.7641,-511.7,59528.2,-59057.6,-2353.97,-115.414,-116.334,0,20165
4034,0,17.6878,41.618,-514.377,59797.5,-59333.5,-2384.89,-115.35,-116.252,0,20170
4035,0,17.3418,41.3202,-517.589,60234.1,-59661.4,-2338.58,-115.268,-116.374,0,20175
4036,0,17.5292,40.9245,-520.17,60585.6,-59966.8,-2333.76,-115.283,-116.473,0,20180
4037,0,17.8064,39.8447,-521.507,60743.3,-59970.2,-2311.65,-114.994,-116.477,0,20185
4038,0,17.495,39.1638,-522.169,60857.9,-60115.8,-2239.22,-115.127,-116.548,0,20190
4039,0,17.8717,38.9413,-523.454,61105.6,-60174.2,-2186.94,-114.956,-116.735,0,20195
4040,0,18.0342,38.9341,-525.166,61320.2,-60212.9,-2154.98,-114.655,-116.763,0,20200
4041,0,18.6388,38.9886,-526.198,61508,-60215.3,-2113.14,-114.435,-116.891,0,20205
4042,0,19.7526,39.2258,-527.283,61727,-60058.7,-2084.93,-113.902,-117.066,0,20210
4043,0,20.3392,39.3554,-527.442,61970.9,-60062.1,-1954.73,-113.874,-117.493,0,20215
4044,0,21.4974,39.7474,-527.933,62194.5,-59812.7,-1854.32,-113.296,-117.808,0,20220
4045,0,22.3616,39.2608,-527.501,62523.9,-59620.6,-1769.17,-113.025,-118.528,0,20225
4046,0,23.2271,38.5285,-527.624,62782,-59361.6,-1527.83,-112.507,-118.99,0,20230
4047,0,24.0203,37.3915,-527.499,63076,-59179.5,-1370.06,-112.189,-119.576,0,20235
4048,0,24.7381,36.4203,-527.347,63482.9,-58943.9,-1191,-111.774,-120.382,0,20240
4049,0,25.6773,35.1771,-527.68,63967.2,-58784.5,-964.722,-111.402,-121.224,0,20245
4050,0,25.9569,34.0178,-526.807,64444.8,-58495.8,-707.647,-111.038,-122.331,0,20250
4051,0,26.1553,32.7209,-526.209,64831.5,-58238.9,-522.441,-110.677,-123.205,0,20255
4052,0,26.2786,31.1962,-525.044,65211,-57870.3,-264.685,-110.22,-124.201,0,20260
4053,0,27.3197,30.1825,-522.954,65223.3,-57557.7,-116.541,-110.063,-124.721,0,20265
4054,0,27.8127,29.7227,-521.272,65297.9,-57230.8,25.6998,-109.791,-125.267,0,20270
4055,0,27.4929,29.7338,-520.156,65415.9,-57039.2,41.1019,-109.658,-125.762,0,20275
4056,0,27.6852,29.7837,-520.188,65629.9,-56830,-56.8086,-109.249,-126.166,0,20280
4057,0,27.4055,30.0693,-520.188,65752.2,-56825.4,-55.9929,-109.24,-126.401,0,20285
4058,0,27.435,29.5892,-520.226,66022.1,-56733.1,44.8992,-109.055,-126.91,0,20290
4059,0,27.3611,28.7882,-521.098,66333.9,-56811.6,185.628,-109.023,-127.296,0,20295
4060,0,26.8458,27.9562,-521.633,66572.9,-56936.9,169.256,-109.151,-127.624,0,20300
